source,target,year,weight,total
93f8bea0fd2cb59c8b28a3eeb6fbb507,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
35b27cf30cb5127003dd71a1b6b0bae7,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
35b27cf30cb5127003dd71a1b6b0bae7,a2311d74704d771ad6a4ae4015728d2a,2023,1,1
35b27cf30cb5127003dd71a1b6b0bae7,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
2353fc5c77396fa65f215c9b4b5b1eb8,a2311d74704d771ad6a4ae4015728d2a,2023,2,2
2353fc5c77396fa65f215c9b4b5b1eb8,818bbe67ec432f5c6e87b6cc3c8fad95,2023,5,5
a2311d74704d771ad6a4ae4015728d2a,818bbe67ec432f5c6e87b6cc3c8fad95,2023,2,2
682d83bda1eb7de6698341e05204627b,5b916d6389deeb4edbc61cc6ece6ddaa,2023,1,1
682d83bda1eb7de6698341e05204627b,d03442c21a7be6c0d88c8ce6423fff72,2023,1,1
682d83bda1eb7de6698341e05204627b,bb08c69e8c97f46812f8c9b21e401aa7,2023,4,4
5b916d6389deeb4edbc61cc6ece6ddaa,d03442c21a7be6c0d88c8ce6423fff72,2023,1,1
5b916d6389deeb4edbc61cc6ece6ddaa,bb08c69e8c97f46812f8c9b21e401aa7,2023,1,1
5b916d6389deeb4edbc61cc6ece6ddaa,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
5b916d6389deeb4edbc61cc6ece6ddaa,a2311d74704d771ad6a4ae4015728d2a,2023,1,1
5b916d6389deeb4edbc61cc6ece6ddaa,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
d03442c21a7be6c0d88c8ce6423fff72,bb08c69e8c97f46812f8c9b21e401aa7,2023,1,1
d03442c21a7be6c0d88c8ce6423fff72,2353fc5c77396fa65f215c9b4b5b1eb8,2023,1,1
d03442c21a7be6c0d88c8ce6423fff72,a2311d74704d771ad6a4ae4015728d2a,2023,1,1
d03442c21a7be6c0d88c8ce6423fff72,818bbe67ec432f5c6e87b6cc3c8fad95,2023,1,1
bb08c69e8c97f46812f8c9b21e401aa7,2353fc5c77396fa65f215c9b4b5b1eb8,2023,5,5
bb08c69e8c97f46812f8c9b21e401aa7,a2311d74704d771ad6a4ae4015728d2a,2023,1,1
bb08c69e8c97f46812f8c9b21e401aa7,818bbe67ec432f5c6e87b6cc3c8fad95,2023,4,4
