source,target,year,weight,total
Mestre em Contabilidade e Fiscalidade do ISCAC Coimbra Business School,polytechnic institute of coimbra,2022,1,2
ISCTE – IUL Business School, Dep. of Research and Development,2022,1,1
Coimbra Business School Research Centre | ISCAC,polytechnic institute of coimbra,2022,1,1
Carrera de Geología y Minas,universidad técnica particular de loja,2022,1,1
UNIAG,polytechnic institute of bragança,2022,1,3
 R&D Unit in Digital Services,polytechnic institute of castelo branco,2022,1,2
polytechnic institute of castelo branco,University of Novi Sad,2022,1,7
Bachelor of Tourism of University of Prešov Organization,polytechnic institute of bragança,2022,1,4
Universidad de Castilla La Mancha Ciudad Real,Universidad Escuela Colombiana de Ingenieros,2022,1,1
Universidad Escuela Colombiana de Ingenieros,Universidad de Castilla La Mancha Ciudad Real,2022,1,2
university of aveiro,instituto universitário de lisboa,2022,1,8
university of aveiro,Instituto Federal de Educação Ciência e Tecnologia Catarinense,2022,1,1
university of aveiro,Universidade do Estado de Santa Catarina,2022,1,1
Instituto Federal de Educação Ciência e Tecnologia Catarinense,Universidade do Estado de Santa Catarina,2022,1,1
Instituto Federal de Educação Ciência e Tecnologia Catarinense,university of aveiro,2022,1,2
Universidade do Estado de Santa Catarina,university of aveiro,2022,1,2
ISCTE Business School ISCTE Business School,instituto universitário de lisboa,2022,1,1
Universidad Tecnológica Nacional,Universidad Nacional del Litoral,2022,6,8
Universidad Autónoma de Asunción,Universidad Nacional de Concepción,2022,1,3
Universidad Autónoma de Asunción,Universidad Sudamericana,2022,1,3
Universidad Autónoma de Asunción,Universidad Americana,2022,1,3
Universidad Nacional de Concepción,Universidad Sudamericana,2022,1,1
Universidad Nacional de Concepción,Universidad Americana,2022,1,1
Universidad Sudamericana,Universidad Americana,2022,1,1
Universidade Federal de Pernambuco,Universidade Federal do Agreste de Pernambuco,2021,10,22
Universidade Federal de Pernambuco,Instituto Federal de Sergipe,2021,1,1
Universidade Federal do Agreste de Pernambuco,Instituto Federal de Sergipe,2021,1,1
Universidade Federal do Agreste de Pernambuco,Universidade Federal de Pernambuco,2021,16,28
Instituto Federal de Sergipe,Universidade Federal de Pernambuco,2021,1,2
School of Basic Sciences,Universidad del Cauca,2021,1,1
School of Basic Sciences,universidade portucalense,2021,1,1
School of Basic Sciences,Universidad Francisco de Vitoria,2021,1,1
Universidad del Cauca,universidade portucalense,2021,1,2
Universidad del Cauca,Universidad Francisco de Vitoria,2021,1,1
universidade portucalense,Universidad Francisco de Vitoria,2021,1,1
Universidad Andres Bello, Engineering Rheoli,2021,1,5
Universidad Andres Bello,Universidad Tecnológica Metropolitana,2021,1,5
 Engineering Rheoli,Universidad Tecnológica Metropolitana,2021,1,1
IFSP – Instituto Federal de Educação,ITA – Instituto Tecnológico de Aeronáutica – Divisão de Ciência da Computação,2021,1,3
IFSP – Instituto Federal de Educação,UNITAU – Universidade de Taubaté,2021,1,3
ITA – Instituto Tecnológico de Aeronáutica – Divisão de Ciência da Computação,UNITAU – Universidade de Taubaté,2021,1,1
Federal Center for Technological Education Celso Suckow da Fonseca (CEFET/RJ),Catholic University of Petrópolis (UCP),2021,1,3
Catholic University of Petrópolis (UCP),Federal Center for Technological Education Celso Suckow da Fonseca (CEFET/RJ),2021,5,8
Nueva Universidad Búlgara,Universidad Bernardo O´Higgins,2021,1,3
Universidad Ricardo Palma,Centro Internacional de Investigación y Desarrollo (CIID),2021,1,2
Universidade Estadual Paulista,Humber Institute of Technology and Advanced Learning,2021,1,4
UNIAG,polytechnic institute of bragança,2021,3,8
University of Brasilia,Universidade Estadual do Oeste do Paraná (Unioeste),2021,1,1
polytechnic institute of bragança,Universidade Tecnológica Federal do Paraná,2021,1,4
Universidade de Pernambuco,university of lisbon,2021,1,10
polytechnic institute of coimbra,CTCV – Centro Tecnológico da Cerâmica e do Vidro,2021,1,1
CTCV – Centro Tecnológico da Cerâmica e do Vidro,polytechnic institute of coimbra,2021,2,3
Universidade de Pernambuco, Procuradoria Geral do Estado de Pernambuco,2021,1,2
 Procuradoria Geral do Estado de Pernambuco,Universidade de Pernambuco,2021,1,3
Universidade Santiago de Compostela, Comunicación Audiovisual y Publicidad,2021,1,2
Polytechnic of Leiria,Computer Science and Communication Research Centre Polytechnic of Leiria,2021,1,1
Universidad Politécnica de Madrid, Departamento de Ideación Gráfica Arquitectónica,2021,1,4
university of porto,Dalhousie University,2021,1,2
Atlântica University Institute,universidade de vigo,2021,1,2
Atlântica University Institute,Escola Superior de Tecnologia e Gestão,2021,1,2
universidade de vigo,Escola Superior de Tecnologia e Gestão,2021,1,1
"Universidade Estadual Paulista ""Júlio de Mesquita Filho""   UNESP",Centro Estadual de Educação Tecnológica Paula Souza,2021,1,4
"Universidade Estadual Paulista ""Júlio de Mesquita Filho""   UNESP",Humber Institute of Technology and Advanced Learning,2021,1,4
Centro Estadual de Educação Tecnológica Paula Souza,Humber Institute of Technology and Advanced Learning,2021,1,1
"Universidade Estadual Paulista ""Julio de Mesquisa Filho"" – UNESP",Institute of Technology and Advanced Learning,2021,1,4
universidade presbiteriana mackenzie,Institute of Educational Science Pedagogical University of Cracow Kraków,2021,1,1
Institute of Educational Science Pedagogical University of Cracow Kraków,universidade presbiteriana mackenzie,2021,2,3
Pontificia Universidad Católica del Perú,"Universidad Laica ""Eloy Alfaro"" de Manabí",2021,1,4
Universidad Nacional de Colombia sede Manizales,Universidad de Aysén,2021,1,2
Universidad Francisco de Paula Santander,Universidad Autónoma de Bucaramanga,2021,1,1
Universidad Francisco de Paula Santander,Universidad del Cauca,2021,1,1
Universidad Francisco de Paula Santander,Universidad Cooperativa de Colombia,2021,1,1
Universidad Autónoma de Bucaramanga,Universidad del Cauca,2021,1,1
Universidad Autónoma de Bucaramanga,Universidad Cooperativa de Colombia,2021,1,1
Universidad del Cauca,Universidad Cooperativa de Colombia,2021,1,1
Universidad Nacional Federico Villareal,Universidad Nacional de Barranca,2021,1,1
Universidad Nacional de Barranca,Universidad Nacional Federico Villareal,2021,1,2
DCCE – Universidade Estadual Paulista – UNESP e,Universidade Federal de São Carlos   UFSCar,2021,1,2
DCCE – Universidade Estadual Paulista – UNESP e,Universidade Federal do Rio Grande do Norte   UFRN,2021,1,2
DCCE – Universidade Estadual Paulista – UNESP e,Universidade de São Paulo – USP,2021,1,2
Universidade Federal de São Carlos   UFSCar,Universidade Federal do Rio Grande do Norte   UFRN,2021,1,1
Universidade Federal de São Carlos   UFSCar,Universidade de São Paulo – USP,2021,1,2
Universidade Federal do Rio Grande do Norte   UFRN,Universidade de São Paulo – USP,2021,1,1
Universidad Nacional Agraria de la Selva,Universidad Nacional de Ingeniería,2021,1,1
Universidad Nacional Agraria de la Selva,Universidad de Alcalá,2021,1,1
Universidad Nacional de Ingeniería,Universidad de Alcalá,2021,1,5
Universidade da Coruña,Universidad de Castilla La Mancha,2021,1,2
instituto universitário de lisboa,Universidade de Pernambuco (UPE),2021,1,4
institute for systems engineering and computers, CIICESI ESTG,2021,1,1
Universidade do Vale do Itajaí,Universidade Federal do ABC,2021,3,6
Universidade do Vale do Itajaí,Universidade Federal de Santa Catarina,2021,1,4
Universidade Federal do ABC,Universidade do Vale do Itajaí,2021,1,4
Universidade Federal do ABC,Universidade Federal de Santa Catarina,2021,1,3
instituto universitário de lisboa,polytechnic institute of coimbra,2021,1,6
Instituto Politécnico do Cávado e do Ave,School of Management,2021,1,2
University of Extremadura,National Distance Education University,2021,1,2
University of Extremadura,University of University of Extremadura,2021,1,2
National Distance Education University,University of University of Extremadura,2021,1,1
Polytechnic Institute of Cavado and Ave / ID+,university of aveiro,2021,1,1
Polytechnic Institute of Cavado and Ave / ID+,university of minho,2021,1,1
Polytechnic Institute of Cavado and Ave / ID+, CIAUD / RETHINK / IPCB,2021,1,3
university of aveiro,university of minho,2021,1,6
university of aveiro, CIAUD / RETHINK / IPCB,2021,1,3
university of minho, CIAUD / RETHINK / IPCB,2021,1,3
Cesar School,Universidade Federal Rural de Pernambuco,2021,1,1
São Paulo State University   UNESP,Humber Institute of Technology and Advanced Learning,2021,1,13
Federal University of Ceará (UFC),University of the International Integration of the Afro Brazilian Lusophony (Unilab),2021,1,3
University of the International Integration of the Afro Brazilian Lusophony (Unilab),Federal University of Ceará (UFC),2021,2,5
polytechnic institute of coimbra,Instituto Politécnico de Leiria,2021,1,2
Instituto Politécnico de Leiria,polytechnic institute of coimbra,2021,4,6
Universidad Nacional del Litoral,Universidad Tecnológica Nacional,2021,1,9
Universidad Nacional Federico Villareal,Universidad Nacional de Ingeniería,2021,2,5
Universidad Nacional de Ingeniería,Universidad Nacional Federico Villareal,2021,1,4
Centro Internacional de Investigación y Desarrollo (CIID),Universidad Católica del Norte,2021,1,1
Centro Internacional de Investigación y Desarrollo (CIID),Universidad Autónoma de Sinaloa,2021,1,1
Centro Internacional de Investigación y Desarrollo (CIID),Universidad Nacional Jorge Basadre,2021,1,1
Universidad Católica del Norte,Universidad Autónoma de Sinaloa,2021,1,1
Universidad Católica del Norte,Universidad Nacional Jorge Basadre,2021,1,1
Universidad Autónoma de Sinaloa,Universidad Nacional Jorge Basadre,2021,1,1
Universidad Politécnica de Madrid (UPM), Codan ESPAÑA S.A,2021,1,6
Universidade de Trás-os-Montes e Alto Douro,universidade aberta,2021,1,7
Universidade de Trás-os-Montes e Alto Douro,instituto politécnico da guarda,2021,1,2
Universidade de Trás-os-Montes e Alto Douro,Universidade da Beira Interior,2021,1,1
universidade aberta,instituto politécnico da guarda,2021,1,1
universidade aberta,Universidade da Beira Interior,2021,1,1
instituto politécnico da guarda,Universidade da Beira Interior,2021,1,1
Instituto Superior de Contabilidade e Administração do,polytechnic institute of viana do castelo,2021,1,4
Universidad UTE,Universidad de Las Fuerzas Armadas ESPE,2021,1,4
Federal University of São João del Rei,Brazilian Institute on Neuroscience and Neurotechnology – CEPID BRAINN,2021,1,4
Federal University of São João del Rei,Paulista State University,2021,1,2
Brazilian Institute on Neuroscience and Neurotechnology – CEPID BRAINN,Paulista State University,2021,1,1
Brazilian Institute on Neuroscience and Neurotechnology – CEPID BRAINN,Federal University of São João del Rei,2021,2,6
Paulista State University,Brazilian Institute on Neuroscience and Neurotechnology – CEPID BRAINN,2021,1,2
Paulista State University,Federal University of São João del Rei,2021,1,3
polytechnic institute of bragança,Universidad Estatal Península de Santa Elena (UPSE),2021,1,1
Universidad Estatal Península de Santa Elena (UPSE),polytechnic institute of bragança,2021,2,3
ESTG IPG,instituto politécnico da guarda,2021,1,3
Universidad Politécnica de Madrid,Escuela Superior Politécnica de Chimborazo,2021,1,3
Universidade de Trás os Montes e,universidade aberta,2021,1,1
Universidade de Trás os Montes e,AquaValor – Centro de Valorização e Transferência de Tecnologia da Água,2021,1,2
universidade aberta,Universidade de Trás os Montes e,2021,2,3
universidade aberta,AquaValor – Centro de Valorização e Transferência de Tecnologia da Água,2021,1,1
AquaValor – Centro de Valorização e Transferência de Tecnologia da Água,Universidade de Trás os Montes e,2021,1,3
National University of San Agustín,Catholic University of Santa Maria,2021,2,9
Catholic University of Santa Maria,National University of San Agustín,2021,2,8
Instituto Federal da Paraíba (IFPB),Universidade Vale do Acaraú   UVA,2021,1,2
Universidad Viña del Mar,Universidad de Valparaíso,2021,1,3
Centro Federal de Educação Tecnologica de Minas Gerais,polytechnic institute of bragança,2021,1,1
polytechnic institute of bragança,Centro Federal de Educação Tecnologica de Minas Gerais,2021,1,2
universidad técnica particular de loja,Universidad Santiago de Compostela,2021,1,1
Polytechnic of Viseu,university of coimbra,2021,1,4
Universidade Nova de Lisboa,Universidade Nova de Lisboa & Université Paris Dauphine & MagIC & CEFAGE UE,2021,1,1
Instituto Federal de São Paulo,Universidade de São Paulo,2021,1,3
Universidade Federal do Agreste de Pernambuco,Centro de Informática   Universidade Federal de Pernambuco,2021,1,5
Don Bosco University,Public University of Navarra,2021,1,2
Polytechnic Institute of Cávado and Ave UNIAG,Polytechnic Institute of Cávado and Ave,2021,1,2
Polytechnic Institute of Cávado and Ave UNIAG,Griffith University,2021,1,2
Polytechnic Institute of Cávado and Ave,Griffith University,2021,1,2
Universidade Federal de Santa Catarina,universidad técnica particular de loja,2021,1,3
Instituto Superior de Contabilidade e Administração de Coimbra – Coimbra Business School,polytechnic institute of coimbra,2021,2,4
polytechnic institute of coimbra,Instituto Superior de Contabilidade e Administração de Coimbra – Coimbra Business School,2021,1,3
Universidade do Vale do Itajaí   UNIVALI,Instituto Politécnico de Portalegre VALORIZA,2021,1,3
Universidade do Vale do Itajaí   UNIVALI,Universidade da Beira Interior,2021,1,6
Instituto Politécnico de Portalegre VALORIZA,Universidade da Beira Interior,2021,1,1
Pontificia Universidad Catolica del Ecuador,Universidad Católica del Ecuador sede Ibarra,2021,1,1
PPGEC/Poli,Center of Informatics (CIn,2021,1,1
PPGEC/Poli,Université d’Artois & CNRS,2021,1,1
PPGEC/Poli,Polytechnic School of Pernambuco,2021,1,1
Center of Informatics (CIn,Université d’Artois & CNRS,2021,1,1
Center of Informatics (CIn,Polytechnic School of Pernambuco,2021,1,1
Université d’Artois & CNRS,Polytechnic School of Pernambuco,2021,1,1
Universidad Israel,Universidad de las Fuerzas Armadas,2021,1,1
Universidad Israel,Universidad Internacional de La Rioja,2021,1,1
Universidad de las Fuerzas Armadas,Universidad Internacional de La Rioja,2021,1,1
Universidad de las Fuerzas Armadas,Universidad Israel,2021,1,2
Universidad Internacional de La Rioja,Universidad Israel,2021,1,2
university of porto,polytechnic institute of bragança,2021,1,7
Universidad Laica Eloy Alfaro de Manabí,Universidad Juárez del Estado de Durango,2021,1,1
Universidad Laica Eloy Alfaro de Manabí,Escuela Politécnica Nacional,2021,1,1
Universidad Juárez del Estado de Durango,Escuela Politécnica Nacional,2021,1,1
Universidad Juárez del Estado de Durango,Universidad Laica Eloy Alfaro de Manabí,2021,2,3
Escuela Politécnica Nacional,Universidad Laica Eloy Alfaro de Manabí,2021,2,3
Instituto de Telecomunicações,instituto universitário de lisboa,2021,1,1
instituto universitário de lisboa,Instituto de Telecomunicações,2021,1,2
Universidade de Trás-os-Montes e Alto Douro,Polytechnic Institute of Setúbal,2021,1,1
Polytechnic Institute of Setúbal,instituto politécnico da guarda,2021,1,1
Polytechnic Institute of Setúbal,universidade aberta,2021,1,1
instituto politécnico da guarda,universidade aberta,2021,2,3
Universidade do Algarve,Universidade Nova de Lisboa,2021,1,3
Universidade Federal do Agreste de Pernambuco, Wex Inc.,2021,1,3
Universidade Federal de Pernambuco, Wex Inc.,2021,1,4
 Wex Inc.,Universidade Federal do Agreste de Pernambuco,2021,1,4
Instituto Superior de Administração e Gestão   ISAG (European Business School),polytechnic institute of viana do castelo,2021,1,2
Instituto Superior de Administração e Gestão   ISAG (European Business School), MEDCIDS,2021,1,1
polytechnic institute of viana do castelo, MEDCIDS,2021,1,2
polytechnic institute of castelo branco, Applications and Content,2021,1,6
university of aveiro,university of porto,2021,1,2
university of aveiro,Centro Hospitalar de Entre o Douro e Vouga (CHEDV),2021,1,2
university of porto,Centro Hospitalar de Entre o Douro e Vouga (CHEDV),2021,1,1
Digital Media Doctoral Program,Department of Mathematics and Informatics,2021,1,1
Digital Media Doctoral Program, Departamento de Artes e Humanidades,2021,1,1
Department of Mathematics and Informatics, Departamento de Artes e Humanidades,2021,1,1
polytechnic institute of bragança,institute for systems engineering and computers,2021,1,1
institute for systems engineering and computers,polytechnic institute of bragança,2021,1,2
Universidad EIA,Universidad Pontificia Bolivariana,2021,1,3
Universiti Malaysia Sabah,Universiti Teknologi Malaysia,2021,1,5
Instituto Politécnico do Cávado e do Ave (IPCA),Instituto Politécnico do Cávado e Ave (IPCA),2021,1,1
Instituto Politécnico do Cávado e do Ave (IPCA),polytechnic institute of bragança,2021,1,1
Instituto Politécnico do Cávado e Ave (IPCA),polytechnic institute of bragança,2021,1,1
instituto politécnico da guarda,Universidade Nova de Lisboa,2021,1,1
instituto politécnico da guarda,Instituto Politécnico de Setúbal,2021,1,5
Universidade Nova de Lisboa,Instituto Politécnico de Setúbal,2021,1,1
Universidade Nova de Lisboa,universidade aberta,2021,1,1
Instituto Politécnico de Setúbal,universidade aberta,2021,1,1
university of lisbon,"""Politécnico de Portalegre"" (Polytechnic of Portalegre)",2021,1,7
Federal University of Ceará,University of Pernambuco,2021,1,1
Federal University of Ceará,Universidade Federal Rural de Pernambuco,2021,1,1
University of Pernambuco,Universidade Federal Rural de Pernambuco,2021,1,1
university of lisbon,institute for systems engineering and computers,2021,1,3
polytechnic institute of bragança,university of minho,2021,1,1
university of minho,polytechnic institute of bragança,2021,3,4
polytechnic institute of coimbra,Universidade de Trás-os-Montes e Alto Douro,2021,1,2
UTFPR,polytechnic institute of bragança,2021,1,2
Universidade Nova de Lisboa,university of lisbon,2021,1,6
PLADEMA INSTITUTE CONICET / UNCPBA, PLADEMA INSTITUTE CICPBA / UNCPBA,2021,1,1
Universidad Tecnológica de Panamá,Universidad de Salamanca,2021,1,3
Universidad Tecnológica de Panamá, Grupo BISITE,2021,1,3
Universidad de Salamanca, Grupo BISITE,2021,1,1
Universidad de Cádiz,Universidad de Granada,2021,1,1
Universidad de Granada,Universidad de Cádiz,2021,1,2
Instituto Politécnico de Leiria,university of porto,2021,1,1
Instituto Politécnico de Leiria,universidade aberta,2021,1,2
university of porto,universidade aberta,2021,1,2
Fundación Universitaria Los Libertadores,Universidad de Zaragoza,2021,1,2
Université Nazi Boni,Aalto University,2021,1,4
universidad técnica particular de loja,universidad nacional de loja,2021,1,1
universidad técnica particular de loja, Investigador independiente,2021,1,1
universidad nacional de loja, Investigador independiente,2021,1,1
Universidade de São Paulo, Mestrado Profissional em Gestão e Tecnologias em Sistemas Produtivos,2021,1,2
Universidade de São Paulo, HCor Associação Beneficiente Siria,2021,1,2
 Mestrado Profissional em Gestão e Tecnologias em Sistemas Produtivos, HCor Associação Beneficiente Siria,2021,1,1
University of Valladolid, NeuroCognitiva 506 MaxClamar Foundation,2021,1,3
University of Valladolid,Rio Hortega University Hospital,2021,1,3
 NeuroCognitiva 506 MaxClamar Foundation,Rio Hortega University Hospital,2021,1,1
polytechnic institute of coimbra,Universidade Europeia IPAM_LAB,2021,1,1
Universidad de Playa Ancha,Universidad Autónoma de Chile,2021,1,1
Universidad de Playa Ancha,Universidad Adolfo Ibáñez,2021,1,1
Universidad Autónoma de Chile,Universidad Adolfo Ibáñez,2021,1,1
Universidad de A Coruña,universidade de vigo,2021,1,2
polytechnic institute of castelo branco,Universidade da Beira Interior,2021,2,4
Universidade da Beira Interior,polytechnic institute of castelo branco,2021,1,3
Escola Superior de Tecnologia e Gestão,university of minho,2021,1,2
universidad técnica particular de loja,Universidad de A Coruña Universidad de A Coruña,2021,1,2
universidad técnica particular de loja,Universidad Autónoma de México,2021,1,1
universidad técnica particular de loja,Universidad Jorge Tadeo,2021,1,1
universidad técnica particular de loja,Benemérita Universidad Autónoma de Puebla,2021,1,1
Universidad Autónoma de México,Universidad Jorge Tadeo,2021,1,1
Universidad Autónoma de México,Benemérita Universidad Autónoma de Puebla,2021,1,1
Universidad Jorge Tadeo,Benemérita Universidad Autónoma de Puebla,2021,1,1
Polytechnic Institute of Cávado and Ave (IPCA),2Ai School of Technology Polytechnic,2021,1,1
Polytechnic Institute of Cávado and Ave (IPCA),CiTUR Polytechnic Institute of Cávado and Ave (IPCA),2021,1,1
2Ai School of Technology Polytechnic,CiTUR Polytechnic Institute of Cávado and Ave (IPCA),2021,1,1
Universidad de Lima Facultad de Psicología,Universidad Peruana Cayetano Heredia,2021,1,2
Universidad de Lima,Universidad de Arizona,2021,1,1
Universidad de Arizona,Universidad de Lima,2021,1,2
Universidad de Lima,Universidad Católica del Perú,2021,1,1
University of Zagreb Faculty of Electrical Engineering and Computing,Zagreb University of Applied Sciences,2021,1,3
Universidade de Trás-os-Montes e Alto Douro,institute for systems engineering and computers,2021,1,6
universidade presbiteriana mackenzie,Luleå University of Technology,2021,1,2
Luleå University of Technology,universidade presbiteriana mackenzie,2021,2,4
Instituto Politécnico do Cávado e Ave,Instituto Politécnico do Cávado e do Ave,2021,1,4
polytechnic institute of porto,university of porto,2021,1,3
polytechnic institute of bragança, UNIAG,2021,1,6
University Institute of Maia,Atlântico Business School,2021,1,1
University Institute of Maia,university of minho,2021,1,1
Atlântico Business School,university of minho,2021,1,1
university of lisbon,Instituto de Estudos Políticos Universidade Católica Portuguesa,2021,1,1
university of lisbon,instituto universitário de lisboa,2021,1,1
Instituto de Estudos Políticos Universidade Católica Portuguesa,instituto universitário de lisboa,2021,1,1
universidad técnica particular de loja,Universidad de Salamanca,2021,1,1
Iscte Business School,instituto universitário de lisboa,2021,1,1
Iscte Business School Iscte Business School,instituto universitário de lisboa,2021,1,2
Universidad de Salamanca,Universidad Bernardo O´Higgins,2021,1,2
Universidad Bernardo O´Higgins,Universidad de Salamanca,2021,3,5
ESPOL Polytechnic University,Universidad Andina del Cusco,2020,1,2
universidade portucalense,Universitat Ramon Llull,2020,1,2
Universitat Ramon Llull,universidade portucalense,2020,2,4
universidad técnica particular de loja,universidad nacional de loja,2020,1,3
Universidad Nacional de La Plata,Universidad Técnica del Norte,2020,1,8
Instituto Tecnológico de Tuxtla Gutiérrez Instituto Tecnológico de Tuxtla Gutiérrez, CIATEQ Jalisco,2020,1,4
Universidad Pontificia Bolivariana Medellín,Universidad Cooperativa de Colombia Bogotá,2020,1,1
Universidad Pontificia Bolivariana Medellín,Universidad Nacional Autónoma de México Ciudad de México,2020,1,1
Universidad Pontificia Bolivariana Medellín,Universidad el Bosque Bogotá,2020,1,1
Universidad Cooperativa de Colombia Bogotá,Universidad Nacional Autónoma de México Ciudad de México,2020,1,1
Universidad Cooperativa de Colombia Bogotá,Universidad el Bosque Bogotá,2020,1,1
Universidad Nacional Autónoma de México Ciudad de México,Universidad el Bosque Bogotá,2020,1,1
university of aveiro, Ubiwhere,2020,1,2
Universidad de Medellín,Universidad de Aysén Coyháique,2020,1,1
Universidad de Medellín,Instituto Tecnológico de Toluca Toluca,2020,1,1
Universidad de Aysén Coyháique,Instituto Tecnológico de Toluca Toluca,2020,1,1
Faculdade de Ciências Universidade Estadual Paulista “Júlio de Mesquita Filho”,Universidade Estadual Paulista “Júlio de Mesquita Filho”,2020,1,1
Faculdade de Ciências Universidade Estadual Paulista “Júlio de Mesquita Filho”,Estatística Universidade Estadual Paulista “Júlio de Mesquita Filho”,2020,1,2
Faculdade de Ciências Universidade Estadual Paulista “Júlio de Mesquita Filho”,Institute of Technology and Advanced Learning Colonel Samuel Smith,2020,1,1
Universidade Estadual Paulista “Júlio de Mesquita Filho”,Estatística Universidade Estadual Paulista “Júlio de Mesquita Filho”,2020,1,2
Universidade Estadual Paulista “Júlio de Mesquita Filho”,Institute of Technology and Advanced Learning Colonel Samuel Smith,2020,1,1
Estatística Universidade Estadual Paulista “Júlio de Mesquita Filho”,Institute of Technology and Advanced Learning Colonel Samuel Smith,2020,1,2
Universidad Autónoma de Ciudad Juárez (México),Universidad Simón Bolívar,2020,2,4
Universidad Simón Bolívar,Universidad Autónoma de Ciudad Juárez (México),2020,1,3
Department of Mathematics and ICT,University of Eastern Finland,2020,1,8
Universidade do Vale do Itajaí   Santa Catarina,Instituto de Telecomunicações,2020,1,8
Universidad Nacional de Colombia,Universidad de Medellín,2020,1,1
Universidad Nacional de Colombia,Universidad de Aysén,2020,1,1
Universidad de Medellín,Universidad de Aysén,2020,1,1
Universitat Ramon Llull,Universitat Politècnica de Catalunya BarcelonaTech,2020,1,2
São Paulo State University   UNESP,Humber Institute of Technology and Advanced Learning Toronto,2020,1,4
Universidad Nacional Micaela Bastidas de Apurímac,Universidad Pablo de Olavide,2020,1,1
Universidad Nacional Micaela Bastidas de Apurímac,Universidad Nacional de San Antonio Abad del Cusco,2020,1,2
Universidad Pablo de Olavide,Universidad Nacional Micaela Bastidas de Apurímac,2020,1,2
Universidad Pablo de Olavide,Universidad Nacional de San Antonio Abad del Cusco,2020,1,1
Universidade do Algarve,Instituto Politécnico de Setúbal,2020,3,6
Assane SECK University,Catholic University of West Africa,2020,1,2
Assane SECK University,Thiès University,2020,1,4
Assane SECK University, Check4Decision Research Project,2020,1,4
Assane SECK University,African Institute for Mathematical Sciences,2020,1,2
Assane SECK University,Troyes University of Technology,2020,1,2
Catholic University of West Africa,Thiès University,2020,1,2
Catholic University of West Africa, Check4Decision Research Project,2020,1,2
Catholic University of West Africa,African Institute for Mathematical Sciences,2020,1,1
Catholic University of West Africa,Troyes University of Technology,2020,1,1
Thiès University, Check4Decision Research Project,2020,2,4
Thiès University,African Institute for Mathematical Sciences,2020,1,1
Thiès University,Troyes University of Technology,2020,1,1
 Check4Decision Research Project,African Institute for Mathematical Sciences,2020,1,1
 Check4Decision Research Project,Troyes University of Technology,2020,1,1
 Check4Decision Research Project,Thiès University,2020,1,3
African Institute for Mathematical Sciences,Troyes University of Technology,2020,1,1
African Institute for Mathematical Sciences,Thiès University,2020,1,2
African Institute for Mathematical Sciences, Check4Decision Research Project,2020,1,2
Troyes University of Technology,Thiès University,2020,1,2
Troyes University of Technology, Check4Decision Research Project,2020,1,2
polytechnic institute of bragança,university of minho,2020,1,5
university of minho,polytechnic institute of bragança,2020,1,6
polytechnic institute of bragança,Centro Federal de Educação Tecnológica de Minas Gerais,2020,1,5
Universidad Peruana de Ciencias Aplicadas Lima,Dalhousie University Halifax,2020,1,3
Universidad Peruana de Ciencias Aplicadas,Universidad Autónoma de Coahuila,2020,1,3
Universidad Peruana de Ciencias Aplicadas,Pontificia Universidad Javeriana,2020,1,9
Universidad Peruana de Ciencias Aplicadas,Dalhousie University,2020,1,9
Universidad Peruana de Ciencias Aplicadas,Universidad Icesi,2020,1,3
Universidad Arturo Prat,Universidad Tecnológica de Chile INACAP,2020,1,1
Universidad Arturo Prat,Universidad Católica de Norte,2020,1,1
Universidad Arturo Prat,Universidad Politécnica de Cartagena,2020,1,1
Universidad Tecnológica de Chile INACAP,Universidad Católica de Norte,2020,1,1
Universidad Tecnológica de Chile INACAP,Universidad Politécnica de Cartagena,2020,1,1
Universidad Tecnológica de Chile INACAP,Universidad Arturo Prat,2020,1,2
Universidad Católica de Norte,Universidad Politécnica de Cartagena,2020,1,1
Universidad Católica de Norte,Universidad Arturo Prat,2020,1,2
Universidad Politécnica de Cartagena,Universidad Arturo Prat,2020,1,2
Instituto Federal de Rondônia   IFRO,Universidade do Vale de Itajai,2020,1,2
Universidad de Costa Rica, Grupo Asesor en Informática,2020,1,4
Instituto Tecnológico de Costa Rica,Universidad de Sevilla,2020,1,1
Universidade Fernando Pessoa,Universidade Fenando Pessoa,2020,1,1
Universitat Politècnica de València,Universitat de València,2020,1,2
Universitat Politècnica de València,Universidad Complutense de Madrid,2020,1,2
Universitat de València,Universitat Politècnica de València,2020,2,4
Universitat de València,Universidad Complutense de Madrid,2020,1,2
instituto universitário de lisboa, Departamento de Direito,2020,1,2
 Departamento de Direito,instituto universitário de lisboa,2020,2,4
Polytechnic Institute of Leiria,institute for systems engineering and computers,2020,1,1
institute for systems engineering and computers,Polytechnic Institute of Leiria,2020,3,4
Instituto de Telecomunicações Universidade da Beira Interior,instituto politécnico da guarda,2020,1,1
universidad nacional de loja,Instituto Superior Tecnológico Daniel Álvarez Burneo,2020,1,6
Universidad de Las Fuerzas Armadas ESPE,Universidad Central del Ecuador,2020,1,2
Universidad Central del Ecuador,Universidad de Las Fuerzas Armadas ESPE,2020,1,3
Centro Universitário Facens,universidade presbiteriana mackenzie,2020,2,4
universidade presbiteriana mackenzie,Centro Universitário Facens,2020,1,3
Universidad del Bío Bío,Georgia State University,2020,1,1
Universidad del Bío Bío,Universidad Nacional de Colombia,2020,1,1
Georgia State University,Universidad Nacional de Colombia,2020,1,1
Georgia State University,Universidad del Bío Bío,2020,1,2
